,App,Category,CategoryNum,Rating,Reviews,Size,Installs,Free,Price,Content Rating,Content RatingNum,Genre_1,Genre_2,Last Updated,Current Ver,Android Ver
5837,Bike Racing 3D,GAME,18,4,951435,14000000,50000000,1,0,Everyone,1,Racing,nan,17/01/2018,2.2,2.1
5838,Satellite Director,TOOLS,26,4,45610,176000,10000000,1,0,Everyone,1,Tools,nan,01/02/2018,1.56,1.6
5839,Truck Driver Cargo,GAME,18,4,257531,44000000,10000000,1,0,Everyone 10+,3,Racing,nan,18/01/2018,7,4.1
5840,Anime Love Story Games: âœ¨Shadowtimeâœ¨,FAMILY,19,4,198480,82000000,5000000,1,0,Everyone,1,Simulation,nan,08/03/2018,20,4.1
5841,Checkers,GAME,18,4,375996,3300000,10000000,1,0,Everyone,1,Board,nan,08/06/2018,1.48.0,4.1
5842,Scratch Logo Quiz. Challenging brain puzzle,GAME,18,3,152102,18000000,10000000,1,0,Teen,2,Trivia,nan,30/06/2018,4.16,4.1
5843,Myth Defense 2: DF,FAMILY,19,4,17108,8300000,100000,1,0,Everyone,1,Strategy,nan,23/06/2016,1.3.9,2.3.3
5844,Myth Defense 2: DF Platinum,FAMILY,19,4,1764,8300000,10000,0,3.99,Everyone 10+,3,Strategy,nan,22/06/2016,1.3.8,2.3.3
5845,DF@realtime,BUSINESS,5,4,24,8000000,1000,1,0,Everyone,1,Business,nan,26/10/2017,6.0.8.2.GM,3.2
5846,DF Night Selfies,PHOTOGRAPHY,23,4,194,1500000,10000,1,0,Everyone,1,Photography,nan,15/02/2018,1.6.0,4
5847,DF Coaching,SPORTS,24,4,1,3600000,100,1,0,Everyone,1,Sports,nan,24/05/2018,1.0.1,4.1
5848,Digital Falak,TOOLS,26,4,3408,15000000,50000,1,0,Everyone,1,Tools,nan,30/05/2018,2.1.1,4.1
5849,The Divine Feminine App: the DF App,LIFESTYLE,17,5,8,6700000,1000,1,0,Everyone,1,Lifestyle,nan,16/05/2016,0.0.4,4.1
5850,DF Glue Board,PARENTING,29,5,1,27000000,10,1,0,Everyone,1,Parenting,nan,19/01/2018,Glueboardv.6,4.2
5851,DF-Server Mobile,PRODUCTIVITY,28,4,17,76000000,100,1,0,Everyone,1,Productivity,nan,06/07/2016,1.0.0,4.4
5852,Red Transporte DF,MAPS_AND_NAVIGATION,33,4,11100,15000000,500000,1,0,Everyone,1,Maps & Navigation,nan,28/04/2018,2.10.0 Summer,4.0.3
5853,Periscope - Live Video,SOCIAL,21,4,479939,15000000,10000000,1,0,Mature 17+,4,Social,nan,07/09/2018,1.23.3.0,4.4
5854,Droidbug BusyBox Advance PRO,TOOLS,26,4,2,3300000,100,0,3.99,Everyone,1,Tools,nan,19/07/2018,1.4,4.0.3
5855,PDF Reader â€“ PDF Editor 2018,TOOLS,26,4,1648,36000000,500000,1,0,Everyone,1,Tools,nan,31/07/2018,9.5.8,4.1
5856,Fix Error Google Playstore,BOOKS_AND_REFERENCE,4,4,18,5700000,1000,1,0,Everyone,1,Books & Reference,nan,22/07/2017,1,4
5857,DG Coupon,SHOPPING,22,3,668,1100000,100000,1,0,Everyone,1,Shopping,nan,16/07/2018,20,4
5858,Penny Finder,SHOPPING,22,4,470,4099999,10000,0,2.99,Everyone,1,Shopping,nan,17/07/2018,1.3.7,4.1
5859,DG - Digital Coupons - Free Coupon and Discount,SHOPPING,22,3,38,1100000,10000,1,0,Everyone,1,Shopping,nan,07/01/2018,20,4
5860,DG Surveyor,BUSINESS,5,3,5,6800000,50,0,8.99,Everyone,1,Business,nan,30/04/2018,6,4.0.3
5861,DG Smart life,TOOLS,26,2,14,28000000,1000,1,0,Everyone,1,Tools,nan,09/07/2017,1.0.5,4.1
5862,Krazy Coupon Lady,SHOPPING,22,4,10318,32000000,1000000,1,0,Everyone,1,Shopping,nan,19/06/2018,2.1.8,4.4
5863,DG UPnP Player Free,VIDEO_PLAYERS,31,3,39,12000000,10000,1,0,Everyone,1,Video Players & Editors,nan,18/03/2016,2,4.0.3
5864,Penny Puss,TOOLS,26,3,19,22000000,1000,0,4.99,Everyone,1,Tools,nan,07/09/2016,1.911.1944.4606,4
5865,DG Mobile,GAME,18,4,59,1400000,1000,1,0,Everyone,1,Board,nan,04/08/2017,0.1.10.0,2.3
5866,Go Go Coupons - Free Coupon and Discount,SHOPPING,22,3,4,1200000,1000,1,0,Everyone,1,Shopping,nan,07/01/2018,10,4
5867,DJ Electro Mix Pad,FAMILY,19,3,53301,7600000,10000000,1,0,Everyone,1,Entertainment,nan,16/06/2017,1.6.0,4.0.3
5868,DG Screen Recorder,VIDEO_PLAYERS,31,3,12,2900000,500,1,0,Everyone,1,Video Players & Editors,nan,20/10/2015,1.7,5
5869,DG Video Editor,VIDEO_PLAYERS,31,4,486,2500000,10000,1,0,Everyone,1,Video Players & Editors,nan,09/06/2016,1.0.3,4.4
5870,The DG Buddy,BUSINESS,5,3,3,11000000,10,0,2.49,Everyone,1,Business,nan,30/06/2014,v3,2.2
5871,Roland DG Mobile Panel,TOOLS,26,2,27,34000000,1000,1,0,Everyone,1,Tools,nan,20/02/2018,1.42,4.4
5872,Destroy Gunners Î£,GAME,18,4,10786,21000000,1000000,1,0,Everyone,1,Arcade,nan,14/01/2017,1.02,4.0.3
5873,DG-App,TOOLS,26,5,1,4500000,500,1,0,Everyone,1,Tools,nan,29/11/2017,1.0.16,4.1
5874,Can I pack that? - DG App,TRAVEL_AND_LOCAL,25,3,58,22000000,10000,1,0,Everyone,1,Travel & Local,nan,28/10/2016,2.0.1,4.0.3
5875,DG Phone Call Task Switcher,PRODUCTIVITY,28,4,43,34000,1000,1,0,Everyone,1,Productivity,nan,06/09/2015,2.04,4
5876,DG Fitness,HEALTH_AND_FITNESS,14,4,6,14000000,100,1,0,Everyone,1,Health & Fitness,nan,23/03/2018,7.7.3,4.1
5877,Sharaf DG,SHOPPING,22,4,7006,12000000,500000,1,0,Everyone,1,Shopping,nan,05/12/2018,3.1,4.4
5878,Coupon Mob - Discount Coupons,SHOPPING,22,3,2,1300000,100,1,0,Everyone,1,Shopping,nan,30/05/2018,6,3
5879,DG Users,PRODUCTIVITY,28,4,8,3100000,100,1,0,Everyone,1,Productivity,nan,06/07/2018,1.2,4.0.3
5880,DG Cars,TRAVEL_AND_LOCAL,25,2,122,11000000,10000,1,0,Everyone,1,Travel & Local,nan,06/08/2018,31.11.9.156,4.1
5881,Free coupons and vouchers,FINANCE,12,5,4,5900000,100,1,0,Everyone,1,Finance,nan,28/07/2018,1.5,4.4
5882,DG OFF - 100% Free Coupons & Deals,SHOPPING,22,5,1,1100000,10,1,0,Everyone,1,Shopping,nan,07/11/2018,1,4
5883,DigooÂ·Cloud,TOOLS,26,4,543,26000000,10000,1,0,Everyone,1,Tools,nan,06/05/2018,1.2.1009.695,4.0.3
5884,DG à¤—à¥à¤°à¤¾à¤® / Digital Gram Panchayat,NEWS_AND_MAGAZINES,32,4,53,5900000,10000,1,0,Teen,2,News & Magazines,nan,19/06/2018,1.7,4
5885,DG TV,NEWS_AND_MAGAZINES,32,5,3,5700000,100,1,0,Everyone,1,News & Magazines,nan,26/05/2018,1.2,4.1
5886,DHgate-Shop Wholesale Prices,SHOPPING,22,4,104068,37000000,5000000,1,0,Teen,2,Shopping,nan,08/01/2018,4.5.1,4.1
5887,DEER HUNTER CLASSIC,GAME,18,4,3941129,77000000,50000000,1,0,Teen,2,Action,nan,16/07/2018,3.12.0,3
5888,DEER HUNTER RELOADED,GAME,18,4,314774,43000000,5000000,1,0,Teen,2,Action,nan,16/09/2013,3.8.2,2.1
5889,DH Pineapple Poker OFC,GAME,18,4,1878,20000000,100000,1,0,Teen,2,Casino,nan,11/09/2017,1.0.13,3
5890,DH UFO,FAMILY,19,3,4,8000000,1000,1,0,Everyone,1,Entertainment,nan,06/08/2017,1,4.1
5891,Galaxy Defense,FAMILY,19,4,78142,17000000,5000000,1,0,Everyone,1,Strategy,nan,22/08/2015,1.2.3,3
5892,Call of Miniâ„¢ Dino Hunter,GAME,18,4,326042,10000000,10000000,1,0,Teen,2,Action,nan,06/06/2014,3.1.7,3
5893,Castle Defense 2,FAMILY,19,4,35172,34000000,1000000,1,0,Teen,2,Strategy,nan,20/01/2017,3.2.2,2.3.3
5894,Dungeon Rush,FAMILY,19,4,28633,81000000,1000000,1,0,Everyone 10+,3,Role Playing,nan,23/12/2016,1.14.0,2.3
5895,Treasure Defense,FAMILY,19,4,3527,35000000,100000,1,0,Teen,2,Strategy,nan,09/08/2015,2.2.0.23,3
5896,Car Crash III Beam DH Real Damage Simulator 2018,GAME,18,3,151,100000000,10000,1,0,Everyone,1,Racing,nan,20/05/2018,1.03,4.1
5897,The Lost Lands:DH Lite,FAMILY,19,4,1130,48000000,50000,1,0,Teen,2,Simulation,nan,04/03/2015,1.01,4.2
5898,DH-UFO,FAMILY,19,5,1,59000000,100,1,0,Everyone,1,Entertainment,nan,24/05/2018,1.0.9,4.4
5899,Daddyhunt: Gay Dating,SOCIAL,21,3,6450,14000000,500000,1,0,Mature 17+,4,Social,nan,22/01/2018,1.3.5,4
5900,Tiny Defense,FAMILY,19,4,29387,16000000,1000000,1,0,Everyone,1,Strategy,nan,22/08/2015,1.0.6,3
5901,Toys Defense: Horror Land,FAMILY,19,3,168,24000000,10000,1,0,Everyone,1,Strategy,nan,03/01/2017,1.2.2,4.0.3
5902,D-H Pharmacy,LIFESTYLE,17,5,6,2300000,1000,1,0,Everyone,1,Lifestyle,nan,05/04/2016,v6.1,2.2
5903,DEER HUNTER CHALLENGE,GAME,18,3,38767,4099999,5000000,1,0,Everyone 10+,3,Action,nan,04/11/2011,1.4.3,2
5904,Kingdom in Chaos,FAMILY,19,4,5623,28000000,100000,1,0,Everyone 10+,3,Role Playing,nan,21/12/2015,1.0.5,2.3
5905,Desperate Housewives: The Game,FAMILY,19,4,10440,27000000,500000,1,0,Teen,2,Role Playing,nan,08/06/2018,18.30.22,4.4
5906,Dinosaur War,FAMILY,19,4,157997,27000000,10000000,1,0,Everyone,1,Simulation,nan,08/04/2016,1.4.4,2.3.3
5907,DH News,NEWS_AND_MAGAZINES,32,2,81,6700000,10000,1,0,Mature 17+,4,News & Magazines,nan,27/11/2017,3.4.5,4.0.3
5908,Bike Unchained,SPORTS,24,4,83545,23000000,5000000,1,0,Everyone,1,Sports,nan,31/07/2018,1.193,4
5909,Bike 3D Configurator,SPORTS,24,4,34062,85000000,1000000,1,0,Everyone,1,Sports,nan,04/03/2018,1.6.7,4.4
5910,Castle Defense : Invasion,FAMILY,19,4,1484,41000000,100000,1,0,Everyone,1,Strategy,nan,15/07/2018,1.2.1,4.0.3
5911,Defender,GAME,18,4,152395,14000000,10000000,1,0,Everyone 10+,3,Action,nan,22/07/2016,1.1.9,2.3
5912,Avenger Legends,FAMILY,19,4,3715,94000000,100000,1,0,Everyone,1,Role Playing,nan,13/07/2017,1.13.299,4.0.3
5913,DrivingTest,FAMILY,19,2,975,45000000,100000,1,0,Everyone,1,Simulation,nan,27/02/2017,5,4.1
5914,Texas HoldEm Poker Deluxe,GAME,18,4,396090,26000000,10000000,1,0,Teen,2,Casino,nan,30/05/2018,1.7.0,4.0.3
5915,Idle Heroes,FAMILY,19,4,417197,99000000,10000000,1,0,Everyone 10+,3,Role Playing,nan,30/05/2018,1.14.0,2.3
5916,Wallpapers DH 4K,PERSONALIZATION,27,3,23,5900000,1000,1,0,Everyone,1,Personalization,nan,16/07/2018,2,4.0.3
5917,Deck Heroes: Legacy,GAME,18,4,466495,52000000,10000000,1,0,Teen,2,Card,nan,16/07/2018,11.7.5,2.3.3
5918,Shred! Downhill Mountainbiking,GAME,18,3,41683,63000000,1000000,1,0,Everyone,1,Arcade,nan,02/02/2017,1.67,2.3
5919,Pocket Heroes,FAMILY,19,4,96658,26000000,1000000,1,0,Everyone 10+,3,Role Playing,nan,09/05/2015,2.0.5,3
5920,"Free phone calls, free texting SMS on free number",SOCIAL,21,4,412888,35000000,10000000,1,0,Everyone,1,Social,nan,31/07/2018,3.8.1,4.1
5921,Phone Tracker : Family Locator,SOCIAL,21,4,231446,5400000,10000000,1,0,Everyone,1,Social,nan,08/02/2018,4.81,4
5922,Meme Generator Free,FAMILY,19,4,303394,53000000,10000000,1,0,Mature 17+,4,Entertainment,nan,08/03/2018,4.426,4.1
5923,Stop Smoking - EasyQuit free,HEALTH_AND_FITNESS,14,4,39068,4000000,500000,1,0,Everyone,1,Health & Fitness,nan,07/07/2018,1.2.2,4.1
5924,FIFA Soccer,SPORTS,24,4,3909032,51000000,100000000,1,0,Everyone,1,Sports,nan,31/07/2018,10.5.00,4.1
5925,My Photo Keyboard,PHOTOGRAPHY,23,4,211620,20000000,10000000,1,0,Everyone,1,Photography,nan,29/03/2018,7.4,4
5926,Archery Physics Objects Destruction Apple shooter,GAME,18,4,6026,39000000,100000,1,0,Teen,2,Action,nan,07/07/2018,1.04,4.1
5927,Story Saver for Instagram,PHOTOGRAPHY,23,4,41331,5000000,5000000,1,0,Everyone,1,Photography,nan,31/07/2018,1.4.4,4.0.3
5928,Cameringo+ Filters Camera,PHOTOGRAPHY,23,4,28107,5700000,500000,0,2.99,Everyone,1,Photography,nan,06/11/2018,2.8.26,4
5929,Whoscall - Caller ID & Block,COMMUNICATION,7,4,552635,29000000,10000000,1,0,Everyone,1,Communication,nan,08/01/2018,6.19.1,4.1
5930,Cooking in the Kitchen,FAMILY,19,4,217736,87000000,10000000,1,0,Everyone,1,Casual,Pretend Play,08/02/2018,1.1.64,4.1
5931,Automatic Call Recorder,TOOLS,26,4,1648515,7100000,100000000,1,0,Everyone,1,Tools,nan,08/02/2018,5.42.1,2.3
5932,Fancy Pants Adventures,GAME,18,4,55952,61000000,1000000,1,0,Everyone 10+,3,Arcade,nan,13/07/2017,1.0.10,4.1
5933,Shopee: No.1 Belanja Online,SHOPPING,22,4,609186,30000000,10000000,1,0,Everyone,1,Shopping,nan,23/07/2018,2.25.17,4.1
5934,Lep's World 3 ðŸ€ðŸ€ðŸ€,GAME,18,4,771001,52000000,50000000,1,0,Everyone 10+,3,Action,nan,06/11/2018,2.0.1.3,4.1
5935,Robbery Bob,GAME,18,4,617732,44000000,10000000,1,0,Everyone 10+,3,Action,nan,29/07/2018,1.18.4,4.1
5936,Video Downloader - for Instagram Repost App,VIDEO_PLAYERS,31,4,332623,4600000,10000000,1,0,Everyone,1,Video Players & Editors,nan,27/07/2018,1.1.58,4.1
5937,Nyan Cat: Lost In Space,GAME,18,4,371318,90000000,10000000,1,0,Everyone 10+,3,Arcade,nan,06/08/2018,10.1.6,4.1
5938,"Quik â€“ Free Video Editor for photos, clips, music",VIDEO_PLAYERS,31,4,696665,91000000,10000000,1,0,Everyone,1,Video Players & Editors,nan,07/05/2018,4.7.4.3869-7b2372c3e,5
5939,Euro Truck Driver (Simulator),FAMILY,19,4,860078,30000000,10000000,1,0,Everyone,1,Simulation,nan,15/02/2018,1.6.0,4.1
5940,DJ Mix Effects Simulator,FAMILY,19,4,5997,20000000,1000000,1,0,Everyone,1,Simulation,nan,26/01/2018,1.1,4.1
5941,3D DJ â€“ Music Mixer with Virtual DJ,FAMILY,19,4,796,28000000,100000,1,0,Everyone,1,Entertainment,nan,07/03/2018,6.6.8,5
5942,Virtual DJ Mixer,TOOLS,26,4,2013,16000000,100000,1,0,Everyone,1,Tools,nan,18/05/2017,1,4.1
5943,Mix Virtual DJ 2018,TOOLS,26,4,2925,16000000,100000,1,0,Everyone,1,Tools,nan,23/11/2017,1,4.1
5944,Resources For Virtual DJ,FAMILY,19,3,21095,7900000,1000000,1,0,Everyone,1,Entertainment,nan,16/12/2016,4,4.0.3
5945,DK 15 Minute Language Course,FAMILY,19,2,21,57000000,1000,1,0,Everyone,1,Education,nan,04/06/2018,1.0.0.5,4.0.3
5946,DK Readers,FAMILY,19,3,30,16000000,1000,1,0,Everyone,1,Education,nan,07/02/2014,1.1,2.3
5947,Eyewitness Travel Phrase Book,FAMILY,19,3,10,25000000,1000,1,0,Everyone,1,Education,nan,28/07/2017,1,4.1
5948,DK Quiz,GAME,18,4,1628,34000000,50000,1,0,Everyone,1,Trivia,nan,04/10/2014,1.3,2.3
5949,DK Virtual Reality,FAMILY,19,3,42,29000000,1000,1,0,Everyone,1,Books & Reference,Education,13/03/2018,1.7.1,5
5950,Bilingual Dictionary Audio App,BOOKS_AND_REFERENCE,4,2,68,87000000,5000,1,0,Everyone,1,Books & Reference,nan,05/02/2018,1.0.0.22,4.1
5951,Super DK vs Kong Brother Advanced Free Classic,GAME,18,3,66,38000000,10000,1,0,Everyone,1,Arcade,nan,17/07/2018,1.2,4.1
5952,English for Everyone,FAMILY,19,3,429,18000000,10000,1,0,Everyone,1,Education,nan,07/06/2018,3.9.1,4.4
5953,DK Live - Sports Play by Play,SPORTS,24,3,255,19000000,100000,1,0,Everyone,1,Sports,nan,22/05/2018,2.1.4,4.4
5954,DK Eyewitness Audio Walks,TRAVEL_AND_LOCAL,25,2,9,70000000,1000,1,0,Everyone,1,Travel & Local,nan,04/06/2018,1.0.1.8,4.2
5955,DK Pittsburgh Sports,SPORTS,24,4,556,3300000,10000,1,0,Everyone,1,Sports,nan,26/07/2018,3.0.5,4.2
5956,LineStar For DK,SPORTS,24,4,1387,14000000,50000,1,0,Everyone,1,Sports,nan,06/06/2018,3.0.3,4.0.3
5957,Visuelles WÃ¶rterbuch Audio-App,FAMILY,19,3,192,66000000,10000,1,0,Everyone,1,Education,nan,07/07/2017,1.1.6,4.1
5958,Fodbold DK Pro,SPORTS,24,4,315,4300000,1000,0,2.99,Everyone,1,Sports,nan,06/06/2018,2.106.0,4
5959,10 Minutes a Day Times Tables,FAMILY,19,4,681,48000000,100000,1,0,Everyone,1,Education,nan,07/03/2014,1.2,2.2
5960,dk Verk,BUSINESS,5,4,9,31000000,500,1,0,Everyone,1,Business,nan,14/03/2018,2.0.14,4.1
5961,e-Boks.dk,PRODUCTIVITY,28,3,6752,3300000,1000000,1,0,Everyone,1,Productivity,nan,21/03/2018,3.5.2,4.0.3
5962,Account Class-11 Solutions (D K Goel),FAMILY,19,4,663,25000000,50000,1,0,Everyone,1,Education,nan,02/09/2018,3.0.0,3
5963,Dating.dk,SOCIAL,21,3,2111,11000000,100000,1,0,Mature 17+,4,Social,nan,08/06/2018,4.1.23,4.4
5964,Account Class-12 Solutions (D K Goel) Vol-1,FAMILY,19,4,708,33000000,50000,1,0,Everyone,1,Education,nan,02/12/2018,1.0.0,3
5965,Salah Widget (DK+Malmo),LIFESTYLE,17,4,532,6400000,10000,1,0,Everyone,1,Lifestyle,nan,28/06/2015,0.9.9.14,2.3
5966,PK and DK Audio App,FAMILY,19,5,2,3900000,100,1,0,Everyone,1,Entertainment,nan,25/10/2017,5.1.4,4.1
5967,dk,FAMILY,19,4,5,1500000,10,1,0,Everyone,1,Education,nan,18/09/2017,1,2.3
5968,Account Class-12 Solutions (D K Goel) Vol-2,FAMILY,19,4,124,23000000,10000,1,0,Everyone,1,Education,nan,17/04/2018,1.0.0,3
5969,DK Browser,COMMUNICATION,7,4,1,2400000,10,1,0,Everyone,1,Communication,nan,25/04/2017,1,4.2
5970,Discovery K!ds Play!,FAMILY,19,4,19388,35000000,1000000,1,0,Everyone,1,Entertainment,Music & Video,05/03/2018,2.1.0.2173,4.0.3
5971,Transport DK,MAPS_AND_NAVIGATION,33,4,204,11000000,10000,1,0,Everyone,1,Maps & Navigation,nan,29/05/2017,2.28,4
5972,DK Murali,SOCIAL,21,4,65,7100000,500,1,0,Teen,2,Social,nan,25/02/2017,1.1.2,4.1
5973,GirlTalk.dk,SOCIAL,21,4,3,5300000,100,1,0,Teen,2,Social,nan,22/09/2017,3.1.0,4.1
5974,NY mobilbank DK - Danske Bank,FINANCE,12,2,851,30000000,100000,1,0,Everyone,1,Finance,nan,26/06/2018,0.38.1,4.3
5975,Advanced Download Manager Pro,TOOLS,26,4,6505,2000000,50000,0,2.99,Everyone,1,Tools,nan,11/03/2017,6.4.0,4
5976,GetThemAll Any File Downloader,TOOLS,26,4,91186,6300000,5000000,1,0,Everyone,1,Tools,nan,22/05/2018,2.0.9,4
5977,Download All Files,TOOLS,26,3,120494,2300000,10000000,1,0,Everyone,1,Tools,nan,13/06/2018,2.0.7,4.1
5978,Download Manager Pro FREE,PRODUCTIVITY,28,3,637,7200000,100000,1,0,Everyone,1,Productivity,nan,31/10/2017,2.5,4.1
5979,Download Manager,TOOLS,26,3,79132,2200000,10000000,1,0,Everyone,1,Tools,nan,01/03/2018,1.1.6,2.3
5980,Download Video Free,FAMILY,19,4,39682,6200000,1000000,1,0,Everyone,1,Entertainment,nan,04/03/2018,3.5.5,4.1
5981,Fast Download Manager,TOOLS,26,4,18478,1700000,1000000,1,0,Everyone,1,Tools,nan,08/04/2018,1.0.5,2.3
5982,DL Hughley,FAMILY,19,4,12,10000000,1000,1,0,Mature 17+,4,Entertainment,nan,23/03/2018,2.0.4,4.1
5983,Turbo Download Manager (and Browser),TOOLS,26,4,32879,3200000,5000000,1,0,Everyone,1,Tools,nan,08/04/2018,5.19,4.0.3
5984,D.L. Evans Bank Mobile Banking,FINANCE,12,4,85,30000000,10000,1,0,Everyone,1,Finance,nan,05/02/2018,18.1.79,5
5985,The DL Hughley Show,FAMILY,19,4,23,11000000,5000,1,0,Everyone,1,Entertainment,nan,29/05/2018,3.1.2,5
5986,Download Blazer,TOOLS,26,3,34612,2400000,5000000,1,0,Everyone,1,Tools,nan,06/12/2018,2.0.7,4.1
5987,DL Image Manager,PRODUCTIVITY,28,5,2,1700000,10,0,0.99,Everyone,1,Productivity,nan,29/07/2018,1.0.5,4
5988,Download Manager For Android Free,TOOLS,26,4,593,3300000,100000,1,0,Everyone,1,Tools,nan,04/12/2018,12.04.18,3
5989,FrostWire: Torrent Downloader & Music Player,VIDEO_PLAYERS,31,4,253207,13000000,10000000,1,0,Everyone,1,Video Players & Editors,nan,08/02/2018,2.0.7,4.4
5990,Turbo Downloader,TOOLS,26,3,23348,3200000,5000000,1,0,Everyone,1,Tools,nan,07/04/2018,3.48,4.0.3
5991,Trimble DL,PRODUCTIVITY,28,4,133,7900000,10000,1,0,Everyone,1,Productivity,nan,01/12/2018,1.0.184,4.2
5992,Insave-Download for Instagram,PHOTOGRAPHY,23,4,46242,5200000,1000000,1,0,Everyone,1,Photography,nan,20/09/2016,2.1.3,4
5993,+Download 4 Instagram Twitter,SOCIAL,21,4,40467,22000000,1000000,1,0,Everyone,1,Social,nan,08/02/2018,5.03,4.1
5994,Advanced Download Manager Holo,TOOLS,26,4,16192,1600000,1000000,1,0,Everyone,1,Tools,nan,13/07/2016,4.1.9o,4
5995,G-Download Manager,TOOLS,26,4,802,9400000,50000,1,0,Everyone,1,Tools,nan,24/05/2018,1.0.81,4.1
5996,Video Downloader,VIDEO_PLAYERS,31,4,58981,5400000,10000000,1,0,Everyone,1,Video Players & Editors,nan,08/03/2018,1.0.8,4.4
5997,DL Calculator,SPORTS,24,4,177,1100000,10000,1,0,Everyone,1,Sports,nan,17/09/2015,1,2.2
5998,Inst Download - Video & Photo,VIDEO_PLAYERS,31,4,148715,3300000,10000000,1,0,Everyone,1,Video Players & Editors,nan,20/12/2017,2,4
5999,Vuze Torrent Downloader,VIDEO_PLAYERS,31,4,24565,5500000,1000000,1,0,Everyone,1,Video Players & Editors,nan,03/04/2016,2.1,2.3.3
6000,IDM Internet Download Manager,PRODUCTIVITY,28,3,1322,4200000,100000,1,0,Everyone,1,Productivity,nan,25/10/2016,1.0.4,4.2
6001,TorrDroid - Torrent Downloader,TOOLS,26,4,59632,10000000,1000000,1,0,Everyone,1,Tools,nan,04/03/2018,1.5.2,4.1
6002,Download Manager - File & Video,TOOLS,26,3,8780,5000000,1000000,1,0,Everyone,1,Tools,nan,13/06/2018,2.7.5,4.2
6003,AndStream - Streaming Download,VIDEO_PLAYERS,31,4,38607,2900000,1000000,1,0,Everyone,1,Video Players & Editors,nan,19/03/2017,3.1.8,2.3
6004,DM Me - Chat,SOCIAL,21,2,90,30000000,10000,1,0,Mature 17+,4,Social,nan,07/09/2018,1,4.0.3
6005,DM Screen,BOOKS_AND_REFERENCE,4,4,283,5400000,10000,1,0,Everyone 10+,3,Books & Reference,nan,01/12/2018,1.1.10a,4
6006,DM for IG ðŸ˜˜ - Image & Video Saver for Instagram,SOCIAL,21,3,55,3700000,5000,1,0,Teen,2,Social,nan,03/03/2018,3.20.3,4.4
6007,DM for WhatsApp,COMMUNICATION,7,4,25,2900000,5000,1,0,Everyone,1,Communication,nan,06/03/2018,0.3.7,4.4
6008,Fifth Edition DM Tools,FAMILY,19,4,942,3000000,100000,1,0,Everyone,1,Role Playing,nan,19/01/2017,1.14b,3
6009,DM airdisk,TOOLS,26,2,11,11000000,1000,1,0,Everyone,1,Tools,nan,08/05/2016,1.7.2,3
6010,Diabetes mellitus (DM) from zero to hero,MEDICAL,20,4,18,3000000,1000,1,0,Everyone,1,Medical,nan,17/01/2018,1,4.3
6011,Auto DM for Twitter ðŸ”¥,SOCIAL,21,3,44,6300000,1000,1,0,Teen,2,Social,nan,21/05/2018,HTTPs,4.1
6012,DM HiDisk,TOOLS,26,2,54,20000000,5000,1,0,Everyone,1,Tools,nan,06/07/2018,1.1.2,4.0.3
6013,DM EVOLUTION,GAME,18,2,450,97000000,10000,1,0,Everyone,1,Card,nan,23/07/2018,2.0.9,4.1
6014,Daily DM,PERSONALIZATION,27,4,51,259000,1000,1,0,Everyone,1,Personalization,nan,10/04/2013,1,2.1
6015,Dungeons and Dragons DM Tools,BOOKS_AND_REFERENCE,4,3,50,4900000,1000,0,1.99,Everyone,1,Books & Reference,nan,22/02/2017,2,2.3
6016,DM airdisk Pro,TOOLS,26,3,11,36000000,1000,1,0,Everyone,1,Tools,nan,20/09/2017,2.4.0,4.0.3
6017,Convert Coordinates DM to DMS,MAPS_AND_NAVIGATION,33,4,15,164000,5000,1,0,Everyone,1,Maps & Navigation,nan,02/03/2013,1.6,2.2
6018,DM security - Dragon Mobile,TOOLS,26,3,27,3000000,1000,1,0,Everyone,1,Tools,nan,26/04/2017,1.1.1,4.1
6019,DM 24/7,TOOLS,26,3,7,16000000,1000,1,0,Everyone,1,Tools,nan,08/01/2018,2.3,2.3.3
6020,DM Storage (for twitter),SOCIAL,21,3,6,458000,100,1,0,Everyone,1,Social,nan,26/11/2014,1,4.1
6021,DM Tracker,COMMUNICATION,7,3,11,5200000,1000,1,0,Everyone,1,Communication,nan,26/07/2018,2.0.1,4.3
6022,DM Tuning,SPORTS,24,3,64,5700000,5000,1,0,Everyone,1,Sports,nan,04/04/2018,1.9.1,6
6023,Aster DM Healthcare,MEDICAL,20,2,32,8500000,5000,1,0,Everyone,1,Medical,nan,21/11/2017,1.5,4.0.3
6024,Fake Chat (Direct Message),SOCIAL,21,4,5985,5900000,500000,1,0,Everyone,1,Social,nan,07/06/2017,1.4.2,4.1
6025,Interactive NPC DM Tool,FAMILY,19,2,5,629000,50,0,0.99,Everyone,1,Role Playing,nan,31/01/2015,1.0.0,2.3.3
6026,DM Buddy Â» Learn Digital Marketing,FAMILY,19,5,3,1700000,500,1,0,Everyone,1,Education,nan,07/11/2017,2.1,4.1
6027,Basketball Dynasty Manager 16,SPORTS,24,4,426,21000000,5000,0,1.99,Everyone,1,Sports,nan,06/01/2016,2.2.3,4
6028,Disciple Makerâ€™s (DM) Lab,FAMILY,19,5,3,4000000,100,1,0,Everyone,1,Education,nan,08/01/2018,1.0.5,4.4
6029,DN,NEWS_AND_MAGAZINES,32,3,78,17000000,10000,1,0,Everyone,1,News & Magazines,nan,07/02/2018,3.2.1.258,5
